10.872172,-15.723944,22-Aug-2019
10.8748669,-15.7236532,23-Aug-2019
10.8674761,-15.7300309,24-Aug-2019
10.8670162,-15.7308887,25-Aug-2019
10.8651992,-15.7198057,26-Aug-2019
10.8668515,-15.7312013,27-Aug-2019
10.8760707,-15.7208659,28-Aug-2019
